Artist,Song_Age,Decade,Number_of_Records,Spotify_Url,Theme,Title,Year
Stevie Wonder,45,1970,1,http://open.spotify.com/track/6iNsJeA9xAbfiGAOzsI93H,Politics and protest,You Haven’t Done Nothin’,1974
Chris Wood,11,2000,1,,Politics and protest,The Cottager’s Reply,2008
World Domination Enterprises,34,1980,1,,Politics and protest,Asbestos Lead Asbestos,1985
Robert Wyatt,37,1980,1,,Politics and protest,Shipbuilding,1982
Thom Yorke,13,2000,1,http://open.spotify.com/track/2C3xIudHEjCIS5KT4JuM0b,Politics and protest,Harrowdown Hill,2006
Neil Young,30,1980,1,http://open.spotify.com/track/66DoazlvE7LmUT47pfLQam,Politics and protest,Rockin’ in the Free World,1989
Neil Young,49,1970,1,http://open.spotify.com/track/1JqNtFOi0K8xUpfeNHMPJz,Politics and protest,Southern Man,1970
Abyssinians,48,1970,1,http://open.spotify.com/track/27adNyPtau6RYDGsUbXEo4,Life and death,Satta Massagana,1971
Aerosmith,46,1970,1,http://open.spotify.com/track/2WZbjDTXP78H9xq58cnSWF,Life and death,Dream On,1973
Arctic Monkeys,12,2000,1,http://open.spotify.com/track/1ng9LjmY5V6Wzk9HJqB9FI,Life and death,Fluorescent Adolescent,2007
Louis Armstrong,91,1920,1,http://open.spotify.com/track/7J76OkHtp3A7ufswzoXdT1,Life and death,St James Infirmary Blues,1928
Louis Armstrong,51,1960,1,http://open.spotify.com/track/2ZeRwblv2s82MQKvLoEzeV,Life and death,What a Wonderful World,1968
The Beach Boys,56,1960,1,http://open.spotify.com/track/0sL9QSjcOMNdU829l7pNb0,Life and death,In My Room,1963
The Beatles,51,1960,1,,Life and death,Yer Blues,1968
The Beatles,54,1960,1,,Life and death,Yesterday,1965
Look Up,45,1970,1,,Life and death,Chris Bell,1974
Black Sabbath,49,1970,1,http://open.spotify.com/track/7eWOuDHQOa6lNLLtQSMIdN,Life and death,Paranoid,1970
The Blue Nile,23,1990,1,http://open.spotify.com/track/4QNFOoqcwSW0gH9JURiPnV,Life and death,Happiness,1996
(Don’t Fear) The Reaper,43,1970,1,http://open.spotify.com/track/2NL4BBBSgypHnxUKmQdYcT,Life and death,Blue Öyster Cult,1976
Blur,25,1990,1,http://open.spotify.com/track/1aQZJlD0KtNgZBkC74mTkd,Life and death,This Is a Low,1994
David Bowie,48,1970,1,http://open.spotify.com/track/4t1XVKQQxxutKSQxBU1ajq,Life and death,Kooks,1971
David Bowie,16,2000,1,,Life and death,Never Get Old,2003
Kate Bush,14,2000,1,http://open.spotify.com/track/1DoPTuunqTabblM4DTXBUT,Life and death,Bertie,2005
The Byrds,51,1960,1,http://open.spotify.com/track/27sI9GC4xswPEHxBDZU7lZ,Life and death,Goin’ Back,1968
John Cale and Lou Reed,29,1990,1,,Life and death,Work,1990
The Carter Family,84,1930,1,,Life and death,Will the Circle Be Unbroken (By and By),1935
Nick Cave and the Bad Seeds,31,1980,1,http://open.spotify.com/track/7i4motUtsM4VFIH5XEPJRR,Life and death,The Mercy Seat,1988
Chairmen of the Board,47,1970,1,,Life and death,I’m On My Way to a Better Place,1972
If I Could Turn Back Time,30,1980,1,http://open.spotify.com/track/0A8HK5hV5SgywiKKrBPKDU,Life and death,Cher,1989
Eddie Cochran,61,1950,1,http://open.spotify.com/track/1q2JUOBJqs0ezWvf0Rkm4f,Life and death,C’mon Everybody,1958
John Coltrane Quartet,58,1960,1,http://open.spotify.com/track/5bKWHp2AY6aMtYMBVBL21F,Life and death,My Favorite Things,1961
Alice Cooper,47,1970,1,http://open.spotify.com/track/1ad6vKBg5pzyM9oCQ0M9Fg,Life and death,School’s Out,1972
The Congos,42,1970,1,http://open.spotify.com/track/00m6N23ZTNEtsg65N1WcDV,Life and death,Fisherman,1977
Elvis Costello and the Imposters,11,2000,1,http://open.spotify.com/track/42dcvzRNIHgvWpKhjyTOlL,Life and death,My Three Sons,2008
Kid Creole and the Coconuts,37,1980,1,http://open.spotify.com/track/5paJLghWSGmEf6sY7LeYel,Life and death,"Annie, I’m Not Your Daddy",1982
My Favourite Girl,14,2000,1,http://open.spotify.com/track/4oBGNxAAZzpPh1FiA6BPxj,Life and death,King Creosote,2005
The Crickets,62,1950,1,http://open.spotify.com/track/1EsziXsEVchm2bueFMIzax,Life and death,That’ll Be the Day,1957
The Cure,41,1970,1,http://open.spotify.com/track/4kE10gVBAweSufT8XOcdWv,Life and death,Killing an Arab,1978
Depeche Mode,30,1980,1,http://open.spotify.com/track/70CZdyut5PuhQWgf1lkGXX,Life and death,Personal Jesus,1989
Chris Difford,11,2000,1,,Life and death,Fat As a Fiddle,2008
Mark Dinning,60,1950,1,,Life and death,Teen Angel,1959
Donovan,53,1960,1,http://open.spotify.com/track/6HPxuDcDYHPAfyxIm796Cd,Life and death,Sunshine Superman,1966
Lee Dorsey,53,1960,1,http://open.spotify.com/track/5GR1Jj5ahZtoR6WqyM5LP4,Life and death,Working in a Coal Mine,1966
Nick Drake,33,1980,1,http://open.spotify.com/track/5QU5nNPIPvNS0NtWLNfcuO,Life and death,Black Eyed Dog,1986
Herman Düne,14,2000,1,,Life and death,Not On Top,2005
Bob Dylan,31,1980,1,,Life and death,Death Is Not the End,1988
Bob Dylan,38,1980,1,,Life and death,Every Grain of Sand,1981
Bob Dylan,45,1970,1,http://open.spotify.com/track/1xOqdmOQsvP0dwZL5d46WA,Life and death,Forever Young,1974
Bob Dylan,46,1970,1,http://open.spotify.com/track/0BemTX3XUeTyL8UgICqjkj,Life and death,Knockin’ On Heaven’s Door,1973
Bob Dylan,55,1960,1,,Life and death,The Lonesome Death of Hattie Carroll,1964
Steve Earle,19,2000,1,,Life and death,Lonelier Than This,2000
The Everly Brothers,58,1960,1,http://open.spotify.com/track/4eZfC3Dda1SNsNAgMxoKXN,Life and death,Ebony Eyes,1961
Ella Fitzgerald,60,1950,1,http://open.spotify.com/track/6igoGVFPInRBwkf4YawNRu,Life and death,Summertime,1959
Warren G and Nate Dogg,25,1990,1,http://open.spotify.com/track/5EEOjaJyWvfMglmEwf9bG3,Life and death,Regulate,1994
Marvin Gaye,48,1970,1,http://open.spotify.com/track/5k2Q94JSvf3gpYIibSz8I4,Life and death,Save the Children,1971
Bobbie Gentry,50,1960,1,,Life and death,"Glory Hallelujah, How They’ll Sing",1969
Geto Boys,28,1990,1,,Life and death,Mind Playing Tricks On Me,1991
Astrud Gilberto,53,1960,1,http://open.spotify.com/track/155rAbTUh7q24pynaJsQLu,Life and death,So Nice (Summer Samba),1966
Al Green,48,1970,1,,Life and death,Tired of Being Alone,1971
Norman Greenbaum,50,1960,1,,Life and death,Spirit in the Sky,1969
Merle Haggard,50,1960,1,http://open.spotify.com/track/5TJ2aQyvZIexiWunUdKxka,Life and death,Workin’ Man’s Blues,1969
George Harrison,49,1970,1,,Life and death,All Things Must Pass,1970
Screamin’ Jay Hawkins,57,1960,1,http://open.spotify.com/track/5kM2F1fbpN9wPhYhVOPDTv,Life and death,I Hear Voices,1962
The Jimi Hendrix Experience,53,1960,1,http://open.spotify.com/track/4wCeZzV2w2s7QwNRZQRDhU,Life and death,Hey Joe,1966
The Hold Steady,13,2000,1,http://open.spotify.com/track/4wp6Zi8ugh2aso4J3XnXln,Life and death,Stuck Between Stations,2006
Billie Holiday,78,1940,1,http://open.spotify.com/track/3kksPdaT31d5IcoP6GPu5I,Life and death,Gloomy Sunday,1941
Hüsker Dü,32,1980,1,http://open.spotify.com/track/3a70lhNaUyjEFp8LKlMpxU,Life and death,These Important Years,1987
Ice Cube,29,1990,1,http://open.spotify.com/track/69lcL9wMsC5TX0gtSZxX8h,Life and death,Dead Homiez,1990
Inner City,31,1980,1,http://open.spotify.com/track/5sJiLlgQKBL81QCTOkoLB5,Life and death,Good Life,1988
The Number of the Beast,37,1980,1,http://open.spotify.com/track/7gs3FWszkPUxBogi7oyt1y,Life and death,Iron Maiden,1982
Terry Jacks,45,1970,1,,Life and death,Seasons in the Sun,1974
Needle of Death,54,1960,1,http://open.spotify.com/track/2Er04cz8zf7sjBd2e3v54g,Life and death,Bert Jansch,1965
Anthony Johnson,37,1980,1,http://open.spotify.com/track/2H6mTlLxYjy4rMh2Rblvs5,Life and death,Gun Shot,1982
LCD Soundsystem,17,2000,1,http://open.spotify.com/track/57QpgJA1yNN5DyhYaN4x4p,Life and death,Losing My Edge,2002
LCD Soundsystem,12,2000,1,http://open.spotify.com/track/2VGDntFPvgvqSiUf9ITEfW,Life and death,Someone Great,2007
Led Zeppelin,49,1970,1,,Life and death,Gallows Pole,1970
John Lennon,49,1970,1,,Life and death,God,1970
Barrington Levy,34,1980,1,http://open.spotify.com/track/4oKntjpTrsvHoQSCv6SxPV,Life and death,Here I Come,1985
The Louvin Brothers,60,1950,1,http://open.spotify.com/track/4MEyZH8XHQUd0vieDbOa6O,Life and death,Knoxville Girl,1959
Love,52,1960,1,http://open.spotify.com/track/6hXHOrhKW9dgQt35Mc5dCb,Life and death,Alone Again Or,1967
Baggy Trousers,39,1980,1,,Life and death,Madness,1980
Manic Street Preachers,26,1990,1,http://open.spotify.com/track/0OqifMNuR0aWjFoQThlVAZ,Life and death,La Tristesse Durera (Scream to a Sigh),1993
John Martyn,46,1970,1,http://open.spotify.com/track/47qIZIE8m5zcjmpJL7DSS9,Life and death,May You Never,1973
Massive Attack,28,1990,1,http://open.spotify.com/track/0Nj4Fadx3sCE0QtBvHKDhM,Life and death,Safe from Harm,1991
Metallica,35,1980,1,,Life and death,Fade to Black,1984
Nas,25,1990,1,http://open.spotify.com/track/6s9Nl0vMsUhdYO1fbmrGQO,Life and death,Life’s a Bitch,1994
Naturally 7,13,2000,1,http://open.spotify.com/track/5tr7iRvlbeXhJxCsYpleIb,Life and death,Feel It (In the Air Tonight),2006
Randy Newman,47,1970,1,http://open.spotify.com/track/0gvmUlKbABaYKEtOV40aA8,Life and death,God’s Song (That’s Why I Love Mankind),1972
Nirvana,28,1990,1,http://open.spotify.com/track/2DrEeo4eMULdAVe1U7P9PB,Life and death,Lithium,1991
The Notorious BIG,22,1990,1,http://open.spotify.com/track/2XncSBceg7BwEpbWVI6FLi,Life and death,Mo Money Mo Problems,1997
The Notorious BIG,25,1990,1,http://open.spotify.com/track/5k8VqtBhkbAYakV5ZEFYNo,Life and death,Suicidal Thoughts,1994
Gilbert O’Sullivan,47,1970,1,,Life and death,Alone Again (Naturally),1972
Live Forever,25,1990,1,,Life and death,Oasis,1994
Orbital,28,1990,1,,Life and death,Satan,1991
OutKast,19,2000,1,http://open.spotify.com/track/7KAERELHmBqhdmVJHcgSrb,Life and death,Ms Jackson,2000
Dolly Parton,39,1980,1,http://open.spotify.com/track/5UWYJWoVXRpaLuzzXmHqg8,Life and death,9 to 5,1980
Pink Floyd,40,1970,1,,Life and death,"Another Brick in the Wall, Part II",1979
The Police,40,1970,1,http://open.spotify.com/track/33MxZySx17wtJmXUeQwrdG,Life and death,Message in a Bottle,1979
Portishead,25,1990,1,http://open.spotify.com/track/1kP7mnqqSsCxmIqHnr2m20,Life and death,Glory Box,1994
Portishead,25,1990,1,http://open.spotify.com/track/0vKW55N3nrlWCD4U3YTwaH,Life and death,Sour Times,1994
Lloyd Price,61,1950,1,http://open.spotify.com/track/3CrbWMJbTlI9T4pB7p5J35,Life and death,Stagger Lee,1958
Radiohead,22,1990,1,http://open.spotify.com/track/2EuMREhmnIPQFaqXUH5yPu,Life and death,Paranoid Android,1997
Otis Redding,51,1960,1,http://open.spotify.com/track/0y8h1AJzI4y7UxzX5xdVpo,Life and death,(Sittin’ On) The Dock of the Bay,1968
The Rolling Stones,53,1960,1,http://open.spotify.com/track/29njOUf53Vc91WEeya44vO,Life and death,Paint it Black,1966
Scarface,25,1990,1,,Life and death,I Seen a Man Die,1994
Paul Simon,47,1970,1,http://open.spotify.com/track/1XU3s83WnD0EZh6KZHNLEX,Life and death,Me and Julio Down By the Schoolyard,1972
Nina Simone,54,1960,1,http://open.spotify.com/track/0XaVWd4MhlnxT6uUpFV501,Life and death,Feeling Good,1965
Frank Sinatra,54,1960,1,http://open.spotify.com/track/5lDcHK1FUDAQnMrvMGsGvA,Life and death,It Was a Very Good Year,1965
Patti Smith,45,1970,1,http://open.spotify.com/track/4jue8yd6Ct7191KkADXyzO,Life and death,Piss Factory,1974
Smog,19,2000,1,,Life and death,Dress Sexy at My Funeral,2000
Sonic Youth,27,1990,1,http://open.spotify.com/track/22FuG2QEbazTAzzSBOULk4,Life and death,100%,1992
Bruce Springsteen,35,1980,1,http://open.spotify.com/track/5eMjyo7t0lAl5PobsAqSe2,Life and death,No Surrender,1984
Ralph Stanley,19,2000,1,,Life and death,O Death,2000
Talking Heads,39,1980,1,http://open.spotify.com/track/7CIYGsVYYqUyNnwmU2bc32,Life and death,Once in a Lifetime,1980
Talking Heads,42,1970,1,http://open.spotify.com/track/1F9RobwaMi1mimBs0hW3kB,Life and death,Psycho Killer,1977
The The,36,1980,1,http://open.spotify.com/track/5O7RVmqK3AYoFfyeafxOqH,Life and death,This Is the Day,1983
Irma Thomas,55,1960,1,http://open.spotify.com/track/4gyA9RzfJvZRw7YDDPJRZO,Life and death,Wish Someone Would Care,1964
Richard and Linda Thompson,45,1970,1,http://open.spotify.com/track/4A1SdZ4anubLlSu1NRtQuZ,Life and death,The End of the Rainbow,1974
Tupac,23,1990,1,http://open.spotify.com/track/5IruGb6BKWcB7hpPnj4YQO,Life and death,I Ain’t Mad at Cha,1996
Tupac - as Makaveli,22,1990,1,http://open.spotify.com/track/2jNlqJV2GnmKosuuvJS8RY,Life and death,Hail Mary,1997
U2,32,1980,1,http://open.spotify.com/track/7EyUsCwlxmxIib6CWWSo76,Life and death,Exit,1987
U2,27,1990,1,http://open.spotify.com/track/4lnFwlk4m7hhFHCWmMbLqW,Life and death,One,1992
Frankie Valli and the Four Seasons,56,1960,1,http://open.spotify.com/track/3ebFVCEIcB3zW9RbnHk28D,Life and death,Walk Like a Man,1963
The Velvet Underground,50,1960,1,http://open.spotify.com/track/030AxdYEncwjWPZGEL2fDa,Life and death,Jesus,1969
Loudon Wainwright III,44,1970,1,http://open.spotify.com/track/7ELRQhh1oVMPQCPUiUqrvH,Life and death,Rufus Is a Tit Man,1975
Tom Waits,46,1970,1,http://open.spotify.com/track/2r0SdO3iOO3dmmVUdwzwzD,Life and death,Martha,1973
The Waterboys,13,2000,1,,Life and death,You in the Sky,2006
Mae West,91,1920,1,,Life and death,Frankie and Johnny,1928
Paul Westerberg,15,2000,1,http://open.spotify.com/track/40C20xZeOnu64jvXMTJ1ZL,Life and death,23 Years Ago,2004
Bill Withers,48,1970,1,http://open.spotify.com/track/1qfDfZAvrkSAFrAR2FTQDv,Life and death,Grandma’s Hands,1971
Scott Walker,52,1960,1,http://open.spotify.com/track/4mL9NVLLrBJz1kmrM2M5qd,Life and death,My Death,1967
Paul Weller,26,1990,1,,Life and death,Moon On Your Pyjamas,1993
Hank Williams,70,1940,1,http://open.spotify.com/track/3bAWaK1KyeFpww4xK8ztyO,Life and death,I’m So Lonesome I Could Cry,1949
Hank Williams,69,1950,1,http://open.spotify.com/track/5wZhj1LcXztboIh3T1VgMw,Life and death,My Son Calls Another Man Daddy,1950
Stevie Wonder,46,1970,1,,Life and death,Don’t You Worry ‘Bout a Thing,1973
X-Ray Spex,41,1970,1,http://open.spotify.com/track/0h0TIuu7EHy43Cw3aEETjF,Life and death,Germ Free Adolescents,1978
Old Man,47,1970,1,http://open.spotify.com/track/2AylP2SrOxus7LieLnzUQG,Life and death,Neil Young,1972
Keep Me in Your Heart,16,2000,1,,Life and death,Warren Zevon,2003
808 State,30,1980,1,,Party songs,Pacific State,1989
Abba,43,1970,1,http://open.spotify.com/track/2rgqPSIRAfaO2MGo9smdSX,Party songs,Dancing Queen,1976
AC/DC,39,1980,1,,Party songs,Back in Black,1980
Afroman,18,2000,1,http://open.spotify.com/track/5ztUVSEAJKW6lw4X03ae48,Party songs,Because I Got High,2001
Althea and Donna,42,1970,1,http://open.spotify.com/track/34zWZOSpU2V1ab0PiZCcv4,Party songs,Uptown Top Ranking,1977
Aphex Twin,20,1990,1,,Party songs,Windowlicker,1999
Arctic Monkeys,14,2000,1,http://open.spotify.com/track/5U2OpjVE3r64Nm8tyR2T9S,Party songs,I Bet You Look Good On the Dancefloor,2005
The Artful Dodger featuring Craig David,20,1990,1,http://open.spotify.com/track/0rKbtHLiAeta9tnONNYlAC,Party songs,Re-Rewind,1999
Ashford and Simpson,40,1970,1,http://open.spotify.com/track/2qwFWKUwT7SqADAWtWEn1s,Party songs,Bourgie Bourgie,1979
ATB,20,1990,1,http://open.spotify.com/track/1CgbwsrNDlFrRuk2ebQ7zr,Party songs,9pm (Till I Come),1999
The B-52’s,30,1980,1,http://open.spotify.com/track/0OyTSpN4gGPSIDuGbKzMEu,Party songs,Love Shack,1989
Baccara,42,1970,1,http://open.spotify.com/track/268jT4m5ztrceh5qdzpQ68,Party songs,"Yes Sir, I Can Boogie",1977
Beastie Boys,32,1980,1,http://open.spotify.com/track/47jYDzCytZHNQkCEfs8Dgf,Party songs,(You Gotta) Fight for Your Right (To Party),1987
Bee Gees,41,1970,1,http://open.spotify.com/track/66wpCqkkM6MrxXSbfgmsrh,Party songs,Night Fever,1978
Archie Bell and the Drells,51,1960,1,http://open.spotify.com/track/0qKCm8yeHoRJTpryDDQ9TT,Party songs,Tighten Up,1968
Benga and Coki,12,2000,1,,Party songs,Night,2007
Björk,26,1990,1,http://open.spotify.com/track/2MaZUlTMFaTWYH7VnQL6rk,Party songs,Big Time Sensuality,1993
Hamilton Bohannon,38,1980,1,,Party songs,Let’s Start II Dance Again,1981
David Bowie,36,1980,1,http://open.spotify.com/track/2nIuUXnHHzS3wymUhJdVa8,Party songs,Let’s Dance,1983
Laura Branigan,35,1980,1,http://open.spotify.com/track/4bpHayutj5AejSwtEpyvUR,Party songs,Self Control,1984
Johnny Bristol,45,1970,1,http://open.spotify.com/track/03ZrvcYZGCYpimu6dYdhPY,Party songs,Hang On in There Baby,1974
Cannibal and the Headhunters,54,1960,1,http://open.spotify.com/track/0WRQZg69vaeU0fB2EHGAEw,Party songs,"Land of 1,000 Dances",1965
Captain and Tennille,44,1970,1,http://open.spotify.com/track/10pcZvQ4QTKeHRvTUAeHVD,Party songs,Love Will Keep Us Together,1975
Irene Cara,36,1980,1,http://open.spotify.com/track/4H1wVutCHT8Pncz6jWjVrg,Party songs,Flashdance,1983
Johnny Cash,51,1960,1,http://open.spotify.com/track/6ogJG0epBYDCMb37n8z637,Party songs,Cocaine Blues,1968
Ray Charles,39,1980,1,,Party songs,Shake Your Tailfeather,1980
Chic,41,1970,1,http://open.spotify.com/track/4HHQNuSudz9yv7piGFMchm,Party songs,Le Freak,1978
Class Action,38,1980,1,,Party songs,Weekend,1981
Commodores,45,1970,1,http://open.spotify.com/track/2INLSpeJq53F0HtnNHV3Ad,Party songs,Machine Gun,1974
Arthur Conley,52,1960,1,http://open.spotify.com/track/0pvA063uNyGQFp7DNtmk0P,Party songs,Sweet Soul Music,1967
Cornershop,22,1990,1,http://open.spotify.com/track/3Zh5cecN8TqelTN30SJUww,Party songs,Brimful of Asha,1997
The Cramps,39,1980,1,http://open.spotify.com/track/4a61QVxWahKxq40GtkcS3x,Party songs,Drug Train,1980
Crystal Mansion,47,1970,1,,Party songs,Somebody Oughta Turn Your Head Around,1972
Daft Punk,24,1990,1,http://open.spotify.com/track/0MyY4WcN7DIfbSmp5yej5z,Party songs,Da Funk,1995
Roy Davis Jr,21,1990,1,,Party songs,Gabriel,1998
Deee-Lite,29,1990,1,http://open.spotify.com/track/2UVLuddklEVak5PXgC7baA,Party songs,Groove Is in the Heart,1990
Depeche Mode,38,1980,1,http://open.spotify.com/track/4DAEaxpxKJy0Hq5mAiEnOO,Party songs,Just Can’t Get Enough,1981
Devo,39,1980,1,http://open.spotify.com/track/6QG0wcgoCsa9pqFyTg0rRO,Party songs,Whip It,1980
Manu Dibango,47,1970,1,http://open.spotify.com/track/4JaOd0NUBTckYFZMguuY7M,Party songs,Soul Makossa,1972
Dillinger,43,1970,1,http://open.spotify.com/track/4qhRH8f3Du6ooDZFaKou45,Party songs,Cokane in My Brain,1976
Doobie Brothers,46,1970,1,http://open.spotify.com/track/6DwWChkbqCyv1wwflMkLRZ,Party songs,Long Train Runnin’,1973
Ian Dury and the Blockheads,41,1970,1,,Party songs,Hit Me With Your Rhythm Stick,1978
"Earth, Wind and Fire",40,1970,1,http://open.spotify.com/track/0jyElqUm59deyol951jPsr,Party songs,Boogie Wonderland,1979
Electribe 101,31,1980,1,http://open.spotify.com/track/3f51nzhw9mL1iUUYehPYCg,Party songs,Talking With Myself,1988
Electric Light Orchestra,43,1970,1,http://open.spotify.com/track/7l6rfNKHyD8MsXkJztfzFi,Party songs,Livin’ Thing,1976
Shirley Ellis,54,1960,1,,Party songs,The Clapping Song,1965
Fatman Scoop featuring the Crooklyn Clan,20,1990,1,,Party songs,Be Faithful,1999
First Choice,42,1970,1,,Party songs,Doctor Love,1977
Flanders and Swann,60,1950,1,http://open.spotify.com/track/52HRCPyzVqut2PK1IglGje,Party songs,The Gnu,1959
Flight of the Conchords,11,2000,1,http://open.spotify.com/track/2X9FjhzcAdujUqalXXXD27,Party songs,Think About It (What Is Wrong With the World Today),2008
Funkadelic,41,1970,1,,Party songs,One Nation Under a Groove,1978
Girls Aloud,14,2000,1,http://open.spotify.com/track/5gVFOj7whQCfMoXNXePOIt,Party songs,Biology,2005
Gorillaz,14,2000,1,http://open.spotify.com/track/4Hff1IjRbLGeLgFgxvHflk,Party songs,Dare,2005
Half Man Half Biscuit,33,1980,1,,Party songs,All I Want for Christmas Is a Dukla Prague Away Kit,1986
Herbie Hancock,36,1980,1,,Party songs,Rokit,1983
Happy Mondays,30,1980,1,http://open.spotify.com/track/3xI5fXGrMMvn8EZIdYxW56,Party songs,WFL (Think About the Future),1989
Richie Havens,38,1980,1,http://open.spotify.com/track/6PFsub5iIJwrBb8qBRqmiV,Party songs,Back to My Roots,1981
Hot Chip,13,2000,1,http://open.spotify.com/track/6m5D7zGVbzAxceDXQTsRSX,Party songs,Over and Over,2006
House of Pain,27,1990,1,http://open.spotify.com/track/2oTDOIAdsxPTE7yAp4YOcv,Party songs,Jump Around,1992
Indeep,37,1980,1,,Party songs,Last Night a DJ Saved My Life,1982
Michael Jackson,40,1970,1,http://open.spotify.com/track/5NWKkTdkHSZalDaorymVHQ,Party songs,Don’t Stop ’Til You Get Enough,1979
Michael Jackson,40,1970,1,http://open.spotify.com/track/2qfiBST2NqT6PXnwaW9Gbn,Party songs,Off the Wall,1979
Joan Jett and the Blackhearts,37,1980,1,,Party songs,I Love Rock’n’Roll,1982
Grace Jones,38,1980,1,http://open.spotify.com/track/26aTdkjT06bukXYdJRuhtN,Party songs,Nightclubbing,1981
Grace Jones,11,2000,1,,Party songs,Williams Blood (Aeroplane remix),2008
Spike Jones and His City Slickers,75,1940,1,http://open.spotify.com/track/3JmwSgu1vxYXdblOJMXUQz,Party songs,Cocktails for Two,1944
Joy Division,40,1970,1,http://open.spotify.com/track/69aXQyUnUC0BWgATlSWNB2,Party songs,Transmission,1979
Justice v Simian,17,2000,1,http://open.spotify.com/track/2iJDCXpFPwxgFO6MBozHmb,Party songs,We Are Your Friends,2002
Janet Kay,40,1970,1,http://open.spotify.com/track/4sBBSqBIG5gnlx95QQj4XH,Party songs,Silly Games,1979
The Kingsmen,56,1960,1,http://open.spotify.com/track/3VctpyG5B5Y6dbTep9NmOP,Party songs,Louie Louie,1963
Klaxons,12,2000,1,http://open.spotify.com/track/0RG6G9tAMdFRASUf31TRxr,Party songs,Golden Skans,2007
The Knack,40,1970,1,http://open.spotify.com/track/1FTnBp64Iy26qERGibjknm,Party songs,My Sharona,1979
Kraftwerk,38,1980,1,http://open.spotify.com/track/3WgqXxHygR2HMVDjwhy3rS,Party songs,Numbers/Computer World 2,1981
Fela Kuti,43,1970,1,http://open.spotify.com/track/0dle66YE2om3mCgTguJLOK,Party songs,Upside Down,1976
Bappi Lahiri/Parvati Khan,37,1980,1,http://open.spotify.com/track/4I0v1IDuMR868pgT7y5PPM,Party songs,Jimmy Jimmy Aaja,1982
Cyndi Lauper,36,1980,1,http://open.spotify.com/track/7sMGwiS4vOMcz86ZY3vKYM,Party songs,Girls Just Want to Have Fun,1983
Lethal Bizzle,15,2000,1,http://open.spotify.com/track/37uFAVNwaRF7XUdByyJyNN,Party songs,Pow! (Forward),2004
LFO,29,1990,1,,Party songs,LFO,1990
The Libertines,15,2000,1,http://open.spotify.com/track/2cY5MaSgqNXLSkjGb5iRl1,Party songs,Can’t Stand Me Now,2004
Loose Joints,39,1980,1,,Party songs,Is It All Over My Face,1980
Lulu,52,1960,1,http://open.spotify.com/track/185Uc0jhEnHBZW1KYN9YCk,Party songs,Love Loves to Love Love,1967
M,40,1970,1,http://open.spotify.com/track/0SHbehTzk01RfLDVAVaCtA,Party songs,Pop Muzik,1979
Maceo and the Macks,44,1970,1,http://open.spotify.com/track/6n87nzWTGpNr26NbkNQoVv,Party songs,Cross the Tracks (We Better Go Back),1975
Machine,40,1970,1,,Party songs,There But for the Grace of God,1979
Madonna,20,1990,1,http://open.spotify.com/track/0FEVHpFTuSJUY59YQjZm2G,Party songs,Beautiful Stranger,1999
Madonna,37,1980,1,http://open.spotify.com/track/3i6PtDe9qmRDBEdSSpouBB,Party songs,Everybody,1982
Madonna,36,1980,1,http://open.spotify.com/track/2T8cZAwbhrTVjGwZo5c7sK,Party songs,Holiday,1983
George McCrae,45,1970,1,http://open.spotify.com/track/1lmfsSEuxU4PpT739Kihno,Party songs,Rock Your Baby,1974
Malcolm McLaren,36,1980,1,http://open.spotify.com/track/4gCo2r1gCEw70OAq9cF1uW,Party songs,Buffalo Gals,1983
Curtis Mayfield,49,1970,1,http://open.spotify.com/track/6evohxlACvIJ6vAs1083NQ,Party songs,Move On Up,1970
Grandmaster Melle Mel,36,1980,1,,Party songs,White Lines (Don’t Do It),1983
MGMT,11,2000,1,http://open.spotify.com/track/2IAcYOEnZWTn3yR6LDslRY,Party songs,Kids,2008
MIA,11,2000,1,http://open.spotify.com/track/2UZ6MDDg3y5fTAzQU3YYfo,Party songs,Paper Planes (DFA remix),2008
Missy Elliott,18,2000,1,http://open.spotify.com/track/2er94TdlKpJSMZSc8qha09,Party songs,4 My People,2001
Dudley Moore and Peter Cook,52,1960,1,,Party songs,Bedazzled,1967
Nelly,17,2000,1,http://open.spotify.com/track/652F9V2xyoY43Pj8urZ4zM,Party songs,Hot in Herre,2002
New Order,32,1980,1,http://open.spotify.com/track/1n8WaWEUZx3GeknGwh02DC,Party songs,True Faith,1987
Randy Newman,42,1970,1,http://open.spotify.com/track/6emIUUgOV0lPgUYbJ1RZ7I,Party songs,Short People,1977
The Nolans,40,1970,1,http://open.spotify.com/track/5ZfCBpUOj3guBzjQIsDhIr,Party songs,I’m in the Mood for Dancing,1979
Oasis,25,1990,1,,Party songs,Cigarettes and Alcohol,1994
Ol’ Dirty Bastard,20,1990,1,,Party songs,Got Your Money,1999
OutKast,16,2000,1,http://open.spotify.com/track/4QhYssD3qdSGd5yqW0h7cI,Party songs,Hey Ya!,2003
Phuture,32,1980,1,,Party songs,Acid Tracks,1987
Pigbag,38,1980,1,http://open.spotify.com/track/1t1kkvAe1iP5Xa6vCv3j9Z,Party songs,Papa’s Got a Brand New Pigbag,1981
Tullio De Piscopo,35,1980,1,http://open.spotify.com/track/1JcmMYyRAbj00Q90oHBsBr,Party songs,Stop Bajon (Primavera),1984
Pitman,17,2000,1,,Party songs,Witness the Pitness,2002
The Pogues,35,1980,1,http://open.spotify.com/track/4ftQUqPjuk4KtAIHqqYzmN,Party songs,Streams of Whiskey,1984
