Artist,Song Age,Decade,Number of Records,Spotify Url,Theme,Title,Year
The Kinks,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2qYhnsUIiu31svhUA5yGZD,People and places,Dead End Street,1/1/1966
The Kinks,51,1/1/1960 12:00:00 AM,1,,People and places,The Village Green Preservation Society,1/1/1968
The Kinks,52,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2nlvl52hnkBMoWPmWChXM8,People and places,Waterloo Sunset,1/1/1967
Lord Kitchener,68,1/1/1950 12:00:00 AM,1,,People and places,London is the Place For Me,1/1/1951
Kraftwerk,42,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/0E4dDQtMRsh2hil3J9hTMj,People and places,Trans-Europe Express,1/1/1977
Lemon Jelly,17,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/6gZy5D9PMscYWMM1VdvZZx,People and places,Ramblin’ Man,1/1/2002
The Louvin Brothers,63,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/15GmkMpAv2Q3txQLW2c1nZ,People and places,Kentucky,1/1/1956
Lynyrd Skynyrd,45,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/1KZ1hkR3lxhIRW57sPaY07,People and places,Sweet Home Alabama,1/1/1974
The Mamas and the Papas,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/1pxO7IS622Q8DQJ7uK7JRt,People and places,California Dreamin’,1/1/1965
Bob Marley and the Wailers,45,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/2Fl520GM5Pq1yCxSruf3gj,People and places,"No Woman, No Cry",1/1/1974
Sam Mayo,97,1/1/1920 12:00:00 AM,1,,People and places,Things Are Worse in Russia,1/1/1922
Don McLean,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/6b2rn4db84W8Ntz66LHi53,People and places,Vincent,1/1/1971
Memphis Minnie,78,1/1/1940 12:00:00 AM,1,http://open.spotify.com/track/1BrAqEZyBw7t4Qk5LdPq7w,People and places,Me and My Chauffeur Blues,1/1/1941
Mississippi John Hurt,91,1/1/1920 12:00:00 AM,1,http://open.spotify.com/track/2s4dwHpeGqoXNUXoyXyG1O,People and places,Stack O’ Lee,1/1/1928
Marilyn Monroe,66,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/0wxF2Ia8RldcEHSlEope7i,People and places,Diamonds Are a Girl’s Best Friend,1/1/1953
Van Morrison,30,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/51uJPonFb6B4bjVXXIb6oR,People and places,Coney Island,1/1/1989
Willie Nelson,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/3c4gb10sLoDr3OCoLIKRqm,People and places,On the Road Again,1/1/1980
Gary Numan,40,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3CKLPDN1AIOYa7QPpy6oDH,People and places,Cars,1/1/1979
Randy Newman,11,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/1IWtqdxdgO1ThXjfjXnsSU,People and places,A Few Words in Defense of Our Country,1/1/2008
Randy Newman,42,1/1/1970 12:00:00 AM,1,,People and places,Baltimore,1/1/1977
Randy Newman,36,1/1/1980 12:00:00 AM,1,,People and places,I Love LA,1/1/1983
Nilsson,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6gu59Q2p1Zkx2jkMdJYO1X,People and places,I Guess the Lord Must Be in New York City,1/1/1969
Roy Orbison,56,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/5GdSlf0Of1E67soyYauE1i,People and places,Blue Bayou,1/1/1963
Roy Orbison,63,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/12NYyFxVvXaa8XIZEErs2D,People and places,Domino,1/1/1956
Pentangle,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2pqiemaVZ6QjRYH5cPCfax,People and places,Bruton Town,1/1/1968
Pet Shop Boys,32,1/1/1980 12:00:00 AM,1,,People and places,King’s Cross,1/1/1987
Pet Shop Boys,34,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/5Dqik1P9toCJTLj5rEm78s,People and places,West End Girls,1/1/1985
Wilson Pickett,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2AbmCE9mLpaVMyQeyvlgHN,People and places,Mustang Sally,1/1/1966
Pink Floyd,44,1/1/1970 12:00:00 AM,1,,People and places,Shine on You Crazy Diamond,1/1/1975
The Pogues,34,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/7IMYW63MR1U33kX7LOecPl,People and places,Dirty Old Town,1/1/1985
The Pogues,34,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/6vSHxP7R5Ml9zqyO2JM5v9,People and places,Rainy Night in Soho,1/1/1985
Elvis Presley,63,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/4YpAvti84hmMqJwnAYawt5,People and places,Heartbreak Hotel,1/1/1956
PJ Proby,55,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/5lz5nAO1HA7nntRU5k0IzH,People and places,Somewhere,1/1/1964
Pulp,24,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/3gc4sAYBuZDhbFfnauPqOf,People and places,Common People,1/1/1995
Jimmy Reed,58,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3uNEUuL8U3RqHVyhiuD6DY,People and places,"Bright Lights, Big City",1/1/1961
Lou Reed,46,1/1/1970 12:00:00 AM,1,,People and places,Berlin,1/1/1973
Jonathan Richman and the Modern Lovers,47,1/1/1970 12:00:00 AM,1,,People and places,Roadrunner,1/1/1972
Jeannie C Riley,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0nAHjZ9TJ6h4Hpy8lxlP6u,People and places,Harper Valley PTA,1/1/1968
Jimmie Rodgers,91,1/1/1920 12:00:00 AM,1,http://open.spotify.com/track/5pOTmneH4pTmhxaSLtrTM0,People and places,T for Texas,1/1/1928
The Rolling Stones,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/19syRYigiBrdGj5HUqBjzx,People and places,Moonlight Mile,1/1/1971
The Rolling Stones,52,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/5dv34fSvGLhCaPNjiytAva,People and places,Ruby Tuesday,1/1/1967
Mitch Ryder and the Detroit Wheels,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/5mgDZhN7E1nau6ZH2ENmUH,People and places,Jenny Take a Ride,1/1/1965
Bim Sherman,41,1/1/1970 12:00:00 AM,1,,People and places,Chancery Lane,1/1/1978
Paul Simon,33,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/0aeaKHM4KCULhqKk4QZzjT,People and places,Graceland,1/1/1986
Paul Simon,36,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/5ach2WWI5RD1FOjDArNlRh,People and places,The Late Great Johnny Ace,1/1/1983
Simon and Garfunkel,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0MhdnZTAPZmdEWa3alX8eM,People and places,Homeward Bound,1/1/1966
Simon and Garfunkel,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6J1sj9dcEM91H80NIz1Gpo,People and places,Mrs Robinson,1/1/1968
Frank Sinatra,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/4tMPwjAb9FYZ2HHgXj24LU,People and places,"New York, New York",1/1/1980
Nancy Sinatra and Lee Hazlewood,52,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/56LjYK1rKum8m1L7aIdfm4,People and places,Jackson,1/1/1967
Bruce Springsteen,44,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3JlWTo11ustqpPS1V7Jivs,People and places,Born to Run,1/1/1975
Squeeze,40,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/1zWLu0Glg7glW6ulCfDbeN,People and places,Up the Junction,1/1/1979
The Stanley Brothers,69,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/1AkjPhgexQuQkeJpB3sS5E,People and places,Rank Stranger,1/1/1950
Steppenwolf,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/78OcvMkLFsRp5AJsRexfPX,People and places,Born to Be Wild,1/1/1968
Thin Lizzy,43,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3w7SMX2L4Tx6GAR8cr5H5L,People and places,The Boys Are Back in Town,1/1/1976
Toots and the Maytals,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0KVxbnJ6OfDj6P47KogYo7,People and places,54-46 (That’s My Number),1/1/1968
Townes Van Zandt,32,1/1/1980 12:00:00 AM,1,,People and places,Snowin’ on Raton,1/1/1987
The Undertones,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/2YGzQWJGukgL3eXslK1okj,People and places,My Perfect Cousin,1/1/1980
Tom Waits,36,1/1/1980 12:00:00 AM,1,,People and places,In the Neighbourhood,1/1/1983
Tom Waits,36,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/1Opgvak0Qc2kyLVLFbuu1V,People and places,"Johnsburg, Illinois",1/1/1983
Dionne Warwick,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3lVRhqxAiipuI4kPz4TF5W,People and places,Do You Know the Way to San José,1/1/1968
Paul Weller,26,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/6YV6egaDLNWSxHenzsWE1y,People and places,Wild Wood,1/1/1993
Stevie Wonder,46,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/1XtEFMgU5u5yHa5N4GxIbA,People and places,Living for the City,1/1/1973
Stevie Wonder,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/3Q5K3AUwRshY9TSXxRk3IW,People and places,Master Blaster (Jammin),1/1/1980
Aaliyah,19,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/2CM7CAL7aJ5WkPU0oGbA96,Sex,Try Again,1/1/2000
Abba,40,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/2TjNlK2tNBxF8C8RIaK9Gb,Sex,Gimme! Gimme! Gimme! (A Man After Midnight),1/1/1979
AC/DC,39,1/1/1980 12:00:00 AM,1,,Sex,You Shook Me All Night Long,1/1/1980
Aerosmith,30,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/1SDr4rc6YRpaLDkJURW3sY,Sex,Love in an Elevator,1/1/1989
Lily Allen,13,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/1elLIGWtTXFm5NSRHDa4w1,Sex,Smile,1/1/2006
Arctic Monkeys,13,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/2iuIqCjjPKg3DYwHHAo0kJ,Sex,When The Sun Goes Down,1/1/2006
Au Pairs,38,1/1/1980 12:00:00 AM,1,,Sex,Come Again,1/1/1981
The Beatles,54,1/1/1960 12:00:00 AM,1,,Sex,Another Girl,1/1/1965
The Beatles,54,1/1/1960 12:00:00 AM,1,,Sex,Norwegian Wood (This  Bird Has Flown),1/1/1965
Chuck Berry,47,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/2x54atSzwJO7zngKHdePjb,Sex,My Ding-a-Ling,1/1/1972
Big Star,41,1/1/1970 12:00:00 AM,1,,Sex,Kangaroo,1/1/1978
Jane Birkin and Serge Gainsbourg,50,1/1/1960 12:00:00 AM,1,,Sex,Je T’Aime ... Moi Non Plus,1/1/1969
Blur,25,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/3Y23PZn79fu2uaefLBCJyz,Sex,Girls and Boys,1/1/1994
Bonzo Dog Doo-Dah Band,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/1Iv81TnJcanYzk4uyewcNi,Sex,Tent,1/1/1969
Boys Town Gang,38,1/1/1980 12:00:00 AM,1,,Sex,Cruisin’ the Streets,1/1/1981
James Brown,49,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/5uCdgBAqYPWQ2HGpJVGAeD,Sex,Get Up (I Feel Like Being a) Sex Machine,1/1/1970
Tim Buckley,47,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/2OqesAvEfzM5KvBHhRlz5l,Sex,Get On Top,1/1/1972
Buzzcocks,42,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/4iUvyJkurdF6iDzdY4Z4al,Sex,Orgasm Addict,1/1/1977
The Byrds,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3Vcbq1XGXbvwXT9wC4XJjj,Sex,Triad,1/1/1968
Elvis Costello and the Attractions,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/0FKPuEwGl4zunq0HKcoxQ5,Sex,High Fidelity,1/1/1980
Elvis Costello and the Attractions,33,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/4LBnvKaSC9RqnFYA0LDIGt,Sex,I Want You,1/1/1986
CSS,13,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/4Cz17oLEdM9MY5BYtd0S2N,Sex,Let’s Make Love and Listen to Death from Above,1/1/2006
D’Angelo,24,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/3tyUh8UpK0PVu00AjbP1UG,Sex,Brown Sugar,1/1/1995
Destiny’s Child,20,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/2gSyc23Hua25fqSFpgAh6W,Sex,Say My Name,1/1/1999
Dexys Midnight Runners,37,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/7L1h8TN56ynoes6aZ4kNs2,Sex,Come On Eileen,1/1/1982
Divinyls,28,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/6oNvmplQGUkmAh441Teows,Sex,I Touch Myself,1/1/1991
Ian Dury and the Blockheads,42,1/1/1970 12:00:00 AM,1,,Sex,Wake Up and Make Love With Me,1/1/1977
Bob Dylan,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6hMr51jPiGsyI16VfO8wmO,Sex,I Want You,1/1/1966
Bob Dylan,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6wo0JCftDQbbo9nsGKLzk2,Sex,Lay Lady Lay,1/1/1969
The Eagles,44,1/1/1970 12:00:00 AM,1,,Sex,Lyin’ Eyes,1/1/1975
Elastica,26,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/6R8t6SQX1692z5S112XMkJ,Sex,Stutter,1/1/1993
Elastica,24,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/3CFreeQN3KprsAO9Io0MpP,Sex,Vaseline,1/1/1995
Eurythmics,36,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/0qO7FkKWdHPc1Si1Z2nLZm,Sex,Who’s That Girl?,1/1/1983
The Faces,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/6qpWQy2fQy7X0jJTg7UoiO,Sex,Stay With Me,1/1/1971
The Flirts,37,1/1/1980 12:00:00 AM,1,,Sex,Passion,1/1/1982
Frankie Goes to Hollywood,36,1/1/1980 12:00:00 AM,1,,Sex,Relax,1/1/1983
Peter Gabriel,33,1/1/1980 12:00:00 AM,1,,Sex,Sledgehammer,1/1/1986
Marvin Gaye,46,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/5qAV9Xmezj2Fb2cUkZCKqS,Sex,Let’s Get It On,1/1/1973
Marvin Gaye,37,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/6PctvwtmRSIwmTc4HtBzJT,Sex,Sexual Healing,1/1/1982
Bobbie Gentry,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6aarvZBVzYo3sp4NYOBqCp,Sex,Fancy,1/1/1969
Grinderman,12,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/7hdfYPz4MaEcAH97E0S6vW,Sex,No Pussy Blues,1/1/2007
Happy Mondays,29,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/7p9Dw7RS1uTJubzRGRGHLV,Sex,Bob’s Yer Uncle,1/1/1990
The Hidden Cameras,16,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/4O1lOLB77K8jOilQOYnULt,Sex,The Man That I Am With My Man,1/1/2003
Hot Chocolate,44,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3FJ86KB6nSQ1vTJbupZmmv,Sex,You Sexy Thing,1/1/1975
Whitney Houston,34,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/0659KEGBXXfDy2pbCtZ9Wd,Sex,Saving All My Love for You,1/1/1985
The Isley Brothers,36,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/0RBg0YkVr7B6PGgK13PUhw,Sex,Between the Sheets,1/1/1983
Millie Jackson,45,1/1/1970 12:00:00 AM,1,,Sex,Summer (The First Time),1/1/1974
Wanda Jackson,62,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/56xQ4YLqsIZ4Kc6R3WEHAx,Sex,Fujiyama Mama,1/1/1957
Etta James,58,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/7A96l8P8UmFPhdu7pQ8SMe,Sex,I Just Want to Make Love to You,1/1/1961
Rick James,38,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/00FCfK15gIqylm8xeO4pjx,Sex,Super Freak,1/1/1981
Tommy James and the Shondells,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/1vXuYPpkLjn1v06E2EsWQY,Sex,Crimson and Clover,1/1/1968
Grace Jones,38,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/3nkuemN1DlyHYZCk5eZYLn,Sex,Pull Up to the Bumper,1/1/1981
Kelis,16,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/2cMTIlktg3M9mXYqCPqw1J,Sex,Milkshake,1/1/2003
R Kelly,16,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/7uN7snLDoM1WTmMcTxNreb,Sex,Ignition (Remix),1/1/2003
"My Neck, My Back (Lick It)",17,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/0XPLAWXQ03Tlk94CltCj9S,Sex,Khia,1/1/2002
Carole King,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/437fpvkvab2A1kyZWr99u1,Sex,I Feel the Earth Move,1/1/1971
Kings of Leon,11,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/395C2pn0PdOYPzM4B1jLoO,Sex,Sex On Fire,1/1/2008
Kiss,45,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/6ChyfMvHeIdX7vaNR249AK,Sex,Black Diamond,1/1/1974
Labelle,45,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3xqe6BzisHN08DOYYqTcsh,Sex,Lady Marmalade,1/1/1974
JC Lodge,31,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/3cWpbffv5WFX2g5n99L1th,Sex,Telephone Love,1/1/1988
Kris Kristofferson,49,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/2Os4SR7qNgb6vKa6cXQSUZ,Sex,Help Me Make It Through the Night,1/1/1970
Led Zeppelin,50,1/1/1960 12:00:00 AM,1,,Sex,Whole Lotta Love,1/1/1969
Jerry Lee Lewis,62,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/3VIQihiCjAPP22iG0z0iJ9,Sex,Whole Lotta Shakin’ Goin’ On,1/1/1957
Lil’ Louis,30,1/1/1980 12:00:00 AM,1,,Sex,French Kiss,1/1/1989
Little Richard,64,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/17nFSc5cJ3AHKt7qsGFtsz,Sex,Tutti Frutti,1/1/1955
The Lovin’ Spoonful,52,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0WyaWFJqhVdHxK2pY9Xg8U,Sex,Darling Be Home Soon,1/1/1967
George Kranz,35,1/1/1980 12:00:00 AM,1,,Party songs,Din Daa Daa,1/1/1984
Loretta Lynn,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0HIDHxooesFQ1zAZ3Vahgm,Sex,You Ain’t Woman Enough,1/1/1966
Kirsty MacColl,30,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/2K0gFbHUwMJqXNfm7fJnRg,Sex,"Don’t Come the Cowboy With Me, Sonny Jim!",1/1/1989
Madonna,29,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/5pIYRfMMlLw7NXg1ey8bRA,Sex,Justify My Love,1/1/1990
MGMT,11,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/2eGHyarZyRvUgFI4d3G8GN,Sex,Electric Feel,1/1/2008
George Michael,32,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/4g4UjSFx9QCTt2mqJwr4fW,Sex,I Want Your Sex,1/1/1987
George Michael,23,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/5y0RtJTOSuy864erUivf0J,Sex,Fastlove,1/1/1996
Missy Elliott,18,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/4SZG38k0cKCMrmpu2mPpD2,Sex,One Minute Man,1/1/2001
Missy Elliott,17,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/5p3WoFtEm7HrRp8lKxKICu,Sex,Work It,1/1/2002
Joni Mitchell,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/42kn5anz7d6ykieCG0yIbH,Sex,A Case of You,1/1/1971
Mr Vegas,21,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/4LCmlA4r2kaQ5d5Hld8y26,Sex,Heads High,1/1/1998
Naughty by Nature,28,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/70zkTsvURu74HmCrEja7e4,Sex,OPP,1/1/1991
Me’Shell Ndegeocello,26,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/1VUtTNkTTkFnlHZnkS8gEf,Sex,If That’s Your Boyfriend (He Wasn’t Last Night),1/1/1993
Randy Newman,47,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/6g15icndZ6ig2CtKcayHHx,Sex,You Can Leave Your Hat On,1/1/1972
New Order,33,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/3IZYwVzsjbyw4QxbDmR3Sf,Sex,Bizarre Love Triangle,1/1/1986
Nine Inch Nails,25,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/5mHiMTaFI51iB533K7qjzG,Sex,Closer,1/1/1994
The Normal,41,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/6LNFfNZ5HL9lDQpB52eGOh,Sex,Warm Leatherette,1/1/1978
Owen and Leon,54,1/1/1960 12:00:00 AM,1,,Sex,I Want My Cock,1/1/1965
Kellee Patterson,43,1/1/1970 12:00:00 AM,1,,Sex,"I’m Gonna Love You Just a Little More, Baby",1/1/1976
Billy Paul,47,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/5GYcaVfaFBHe2gzA6Oybgj,Sex,Me and Mrs Jones,1/1/1972
Peaches,19,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/1XHFob24QklIXtLRopKirJ,Sex,Fuck the Pain Away,1/1/2000
Pixies,31,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/2WajMsuB3N7cv5SF12NJeX,Sex,Gigantic,1/1/1988
The Police,41,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/4pe9XMdCpgblon0CrB9jtm,Sex,Roxanne,1/1/1978
Prince,32,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/6K3bHdKpYnFsWf0TpoEm1E,Sex,If I Was Your Girlfriend,1/1/1987
Prince,36,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/5sjTUwMJeAzGSCmpYJzgd4,Sex,Little Red Corvette,1/1/1983
Prince and the Revolution,35,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/7bBT7pJXCyH5i7Y3AaiUNW,Sex,Darling Nikki,1/1/1984
Prince and the Revolution,33,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/1XoOSVy4rHDyd6u8XbZ0s5,Sex,Kiss,1/1/1986
Jamie Principle,32,1/1/1980 12:00:00 AM,1,,Sex,Baby Wants to Ride,1/1/1987
Pulp,27,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/2g958u66qASAxbzoO5Vva3,Sex,Babies,1/1/1992
Pulp,25,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/3rhITD3Q7qlOMCebBTHL8N,Sex,Do You Remember the First Time?,1/1/1994
Pulp,27,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/75DYVxFFKJ9sHiGlVB3vT9,Sex,Sheffield: Sex City,1/1/1992
Martha and the Vandellas,56,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/1qCbiWAHRybIDOfdkzOK7e,Sex,(Love Is Like a) Heat Wave,1/1/1963
Rhythim Is Rhythim,32,1/1/1980 12:00:00 AM,1,,Sex,Nude Photo,1/1/1987
Minnie Riperton,44,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3oxLJ747VFQTlAdrVMpznH,Sex,Inside My Love,1/1/1975
The Rolling Stones,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0KoKNKBkQaAulzTJ5WLV6I,Sex,Honky Tonk Women,1/1/1969
The Rolling Stones,52,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2Zko8gc25EbLJ7GCWAaB6E,Sex,Let’s Spend the Night Together,1/1/1967
Max Romeo,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2vV6qYsr3GAtejs2hE1dV3,Sex,Wet Dream,1/1/1968
Diana Ross and the Supremes,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2OukOzuIXcJFz9apg4gSuM,Sex,Love Child,1/1/1968
Roxy Music,46,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3Wkho6tesTh4aF80T6evqH,Sex,In Every Dream Home a Heartache,1/1/1973
Sam and Dave,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6PgVDY8GTkxF3GmhVGPzoB,Sex,"Hold On, I’m Comin’",1/1/1966
Shangri-Las,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/5eByLONVak5rrPBnS29nWn,Sex,Give Him a Great Big Kiss,1/1/1965
Nancy Sinatra and Lee Hazlewood,52,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2X89x2pEAeDgSIK3ag1jHU,Sex,Some Velvet Morning,1/1/1967
Small Faces,51,1/1/1960 12:00:00 AM,1,,Sex,Rene,1/1/1968
The Smiths,35,1/1/1980 12:00:00 AM,1,,Sex,Reel Around the Fountain,1/1/1984
Bessie Smith,91,1/1/1920 12:00:00 AM,1,http://open.spotify.com/track/3WJNDpUfN9RiWbVNSXteoD,Sex,Empty Bed Blues,1/1/1928
Elliott Smith,22,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/6UgmVIVyznBDdkpqkKyc1O,Sex,Between the Bars,1/1/1997
Soul Sisters,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/5y8N3Wr5bLv40PdFK3oC54,Sex,Wreck a Buddy,1/1/1969
Britney Spears,21,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/52SrRaRC2SlJ2dno1flkg2,Sex,… Baby One More Time,1/1/1998
Bruce Springsteen,34,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/0BDQUifzYaoHojBcnqwH7U,Sex,I’m On Fire,1/1/1985
Rod Stewart,41,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/42GthmiW6mIvcyaJHdMk30,Sex,Da Ya Think I’m Sexy,1/1/1978
The Stooges,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6clhKRH03Y0FWMTW3R1pHq,Sex,I Wanna Be Your Dog,1/1/1969
Barbra Streisand and Barry Gibb,38,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/60mGckXEG1EzR4VmjYLfEW,Sex,Guilty,1/1/1981
Suede,26,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/5MQ5IbHbvjVvbKGXuwpu0b,Sex,Animal Nitrate,1/1/1993
